pass2_index,input_url,normalized_input_url,shuffle_sha256,pass1_occurrence_count,source_pass1_indices,source_sheet_rows,source_company_names,pass1_dataset,pass1_state,pass1_page_id,pass1_total_count,pass1_results_count,pass1_is_result_complete,pass1_error,pass1_captcha_required,pass1_system_status
13,https://www.facebook.com/ringbandits,https://www.facebook.com/ringbandits,02d704524506bb03c9eef77bd8ab91d5992a22ad8a11249ee11bfae20368bf91,1,209,212,RING BANDITS,partial-803,zero,1852531444988446,0,0,true,,false,NO_KNOWN_ISSUES
14,https://www.facebook.com/bromeliaswimwear,https://www.facebook.com/bromeliaswimwear,02f8e58e3d714680b75f4705056005346e023dea087537d9507ff700c8671336,1,605,638,Bromelia Swimwear,continuation-209,error,,,,,no_items,,
15,https://www.facebook.com/druthersnyc,https://www.facebook.com/druthersnyc,03128ee268fe563652cc6956223f433e83ed055f9f0d31681eb29b460178dec0,1,545,578,Druthers NYC,partial-803,zero,286088048241753,0,0,true,,false,NO_KNOWN_ISSUES
16,https://www.facebook.com/pages/Jared-Lang-Shirts/166875206706028,https://www.facebook.com/pages/jared-lang-shirts/166875206706028,0315c7996bcc9661008bb321b1c46e3c55027b8cb74e7b198b57d86a81064e63,1,802,836,Jared Lang,partial-803,zero,166875206706028,0,0,true,,false,NO_KNOWN_ISSUES
17,https://www.facebook.com/Petit-Moments-399187594231801,https://www.facebook.com/petit-moments-399187594231801,036a8861453fdd1524de5319da571a64aa087915f342f4ff021f5b24c2f04849,1,254,286,Petit Moments LLC,partial-803,zero,399187594231801,0,0,true,,false,NO_KNOWN_ISSUES
18,https://www.facebook.com/solayae,https://www.facebook.com/solayae,03e3f2f7998c3464b2a5ccbc3963171ed2a494a112426820a473da0ec23dacfd,1,145,146,Soláyae,partial-803,positive,912338631954334,2,2,true,,false,NO_KNOWN_ISSUES
19,https://www.facebook.com/savannahchildren,https://www.facebook.com/savannahchildren,03e6e4a4c66326e64f3ac0d7e37838617c9fd0b078854d2cf093541192a19a3e,1,762,796,Strasburg Children,partial-803,error,,,,,no_items,,
20,https://www.facebook.com/BenarioConsulting,https://www.facebook.com/benarioconsulting,0414cbbdf729277761a58935ee12a892df8447fa23423b8d3532c6e524679d81,1,627,660,Benario Consulting,partial-803,zero,586408331534959,0,0,true,,false,NO_KNOWN_ISSUES
21,https://www.facebook.com/WintergreenEly,https://www.facebook.com/wintergreenely,042748be602e9ab29cb2c18a94203babc645da077e1bf6e01db2e7541d1fd656,1,19,20,Wintergreen Northern Wear,partial-803,positive,1240485365978637,3,3,true,,false,NO_KNOWN_ISSUES
22,https://www.facebook.com/melasworld,https://www.facebook.com/melasworld,04412602a7a3f75059b44b0746c80825ef9b1b0f8b335513597b41fce79c7cbf,1,377,409,Mela,partial-803,zero,103800925186044,0,0,true,,false,NO_KNOWN_ISSUES
23,https://www.facebook.com/apnyapparel,https://www.facebook.com/apnyapparel,048919d105ffe293d2535eb903849696cb75b2aa86b0362948473da243191f90,1,989,1023,APNY Apparel,continuation-209,error,,,,,no_items,,
24,https://www.facebook.com/hightrast,https://www.facebook.com/hightrast,0490311627499287f89154cbd73dbf1a1ef28b26a81f8a5268c047e4e919c5ab,1,467,499,Hightrast,partial-803,zero,101660475082568,0,0,true,,false,NO_KNOWN_ISSUES
25,https://www.facebook.com/embrazio,https://www.facebook.com/embrazio,0524d0d1f6e146337508d0aab4d71b457337fc71418ea5c1a8802e5a9ff5da0a,1,925,959,Embrazio,continuation-209,positive,372123516202690,2,2,true,,false,NO_KNOWN_ISSUES
26,https://www.facebook.com/matuse.inc,https://www.facebook.com/matuse.inc,05880ee47c8efe89897e96ce83ffd391b410ab1bc3ecf261c62d163af767d8c7,1,381,413,"Matuse, Inc.",partial-803,positive,66438236345,20,19,true,,false,NO_KNOWN_ISSUES
27,https://www.facebook.com/STONEANDSTRAND,https://www.facebook.com/stoneandstrand,05b3c4387d4854e1394a06b60eb2261bfbea604d8579dce720e33fe4081bac13,2,128|129,129|130,STONE AND STRAND|STONE AND STRAND,partial-803,positive,233311846777917,21,21,true,,false,NO_KNOWN_ISSUES
28,https://www.facebook.com/careandwear,https://www.facebook.com/careandwear,05ebbd71da1f442d54da35feab719d7dab2b1c835ca9e4335d0eebb12da56fe2,1,1013,1047,Care+Wear,partial-803,zero,637664689603278,0,0,true,,false,NO_KNOWN_ISSUES
29,https://www.facebook.com/people/Raskana/100086298788784,https://www.facebook.com/people/raskana/100086298788784,05f65b494f7157750033fb572e297cb75386699361d08821dbbec4dc28003cec,1,262,294,RASKANA,continuation-209,zero,105007102376099,0,0,true,,false,NO_KNOWN_ISSUES
30,https://www.facebook.com/craftsportswear,https://www.facebook.com/craftsportswear,0631575e62a3967a9f9845effb5e2c037cf579d40768b7124d8f6bf0ebf2a094,2,574|575,607|608,Craft Sportswear North America|Craft Sportswear North America,continuation-209,positive,259212366717,216,27,false,,false,NO_KNOWN_ISSUES
31,https://www.facebook.com/p/Always-Coco-Fine-61572214962150,https://www.facebook.com/p/always-coco-fine-61572214962150,066c56e4773beb3a136d100443ff8236f4e36ab4104745ff7ace7f1d9e482dd5,1,321,353,The Always Coco Collection,partial-803,zero,476423085564682,0,0,true,,false,NO_KNOWN_ISSUES
32,https://www.facebook.com/leahkirschbrand,https://www.facebook.com/leahkirschbrand,06845df016702cf07a535f83fba088134171624e6956e7baac99154156ee82c1,1,875,909,Leah Kirsch,partial-803,zero,406000809500459,0,0,true,,false,NO_KNOWN_ISSUES
33,https://www.facebook.com/effybee,https://www.facebook.com/effybee,069380ec4d2c4a32e64d2b3194d40086083b0cdad37531f75a3313fde859cf5f,1,926,960,fyb jewelry,partial-803,error,,,,,no_items,,
34,https://www.facebook.com/61578093577199,https://www.facebook.com/61578093577199,0730905b074477c66143f549cb2787cd29e322bb324583757ed04f19bf3cb7c1,1,676,709,Magnifique Couleur,partial-803,zero,655204741018521,0,0,true,,false,NO_KNOWN_ISSUES
35,https://www.facebook.com/offemarket,https://www.facebook.com/offemarket,07383f44fac6e8a902ab736311ee2645a21e59ce6a09e1b9e1e5b2a9e615b240,1,835,869,offe market,partial-803,positive,371700246946213,32,28,false,,false,NO_KNOWN_ISSUES
36,https://www.facebook.com/oddobody,https://www.facebook.com/oddobody,074318d1c756db9c83b3bbe5b8bd6b95d7bd3aed39af524ff2ee0cf210d9a7a0,1,331,363,ODDOBODY,partial-803,positive,1696390453913265,55,30,false,,false,NO_KNOWN_ISSUES
