pass2_index,input_url,normalized_input_url,shuffle_sha256,pass1_occurrence_count,source_pass1_indices,source_sheet_rows,source_company_names,pass1_dataset,pass1_state,pass1_page_id,pass1_total_count,pass1_results_count,pass1_is_result_complete,pass1_error,pass1_captcha_required,pass1_system_status
269,https://www.facebook.com/psherrodbags,https://www.facebook.com/psherrodbags,467c847b4bf2f0636d49c80cb2094eb2eec4c7c0c1e3b384ed9d854d5aeeeaff,1,224,227,P. Sherrod & Co.,partial-803,zero,329033525104,0,0,true,,false,NO_KNOWN_ISSUES
270,https://www.facebook.com/vktori.co,https://www.facebook.com/vktori.co,46987d232796b632898b001ea576bfeaae67d38bce2ee5d003a7f79bc0b4c417,1,55,56,VKTORI,partial-803,zero,1218386261582874,0,0,true,,false,NO_KNOWN_ISSUES
271,https://www.facebook.com/skyfootwearsocks,https://www.facebook.com/skyfootwearsocks,46a0da5bfd82a1204381a18d20ccde5a015ab5bf233fb89066129e17c046b7ec,1,743,777,Sky Manufacturing,continuation-209,error,,,,,no_items,,
272,https://www.facebook.com/twinroads,https://www.facebook.com/twinroads,46e4d47c19f8b2a82a2121084626fe2b3de1adc82c4fc0ced5a15db687572c63,1,73,74,Twin Roads,partial-803,zero,392356484301601,0,0,true,,false,NO_KNOWN_ISSUES
273,https://www.facebook.com/NoelAsmarGroup,https://www.facebook.com/noelasmargroup,473fcbf2205bf9563a6ccdb1aa11911d782f857f83fc8ac71c7279cb3a608898,1,346,378,Noel Asmar Group of Companies,continuation-209,error,,,,,no_items,,
274,https://www.facebook.com/originalgrain,https://www.facebook.com/originalgrain,47728070f505b895cd82fb88f971887343023a712977c867ae0600c1e1fcaec1,1,832,866,Original Grain,partial-803,positive,425381904191689,658,30,false,,false,NO_KNOWN_ISSUES
275,https://www.facebook.com/bellabellaboutique,https://www.facebook.com/bellabellaboutique,47a65f16ec99601be1123b749fbdad2c9174b950e3c7e995a0d8fa9b58002ba2,1,975,1009,Bella Bella Boutique,continuation-209,error,,,,,no_items,,
276,https://www.facebook.com/YesAthleticsUSA,https://www.facebook.com/yesathleticsusa,4827bc7104668e1fac2cab54634ce1f0aa8a8efb8bad23f3b859e9c165fb09fb,1,688,722,Yes! Athletics,partial-803,zero,106656607585601,0,0,true,,false,NO_KNOWN_ISSUES
277,https://www.facebook.com/iolanihawaii,https://www.facebook.com/iolanihawaii,48318ce5eb78741bba84def0f7f9344eb8f4d45edcdb86b2ac354234281f2e7f,1,897,931,IOLANI,continuation-209,error,,,,,no_items,,
278,https://www.facebook.com/arcticcoolgear,https://www.facebook.com/arcticcoolgear,484be49f92699fddc1e071e8bd7890f6fb67a83e4a0364940b638bcdeec1dba5,1,988,1022,Arctic Cool,continuation-209,positive,604844346312290,545,30,false,,false,NO_KNOWN_ISSUES
279,https://www.facebook.com/CatesConcepts,https://www.facebook.com/catesconcepts,48fef0a78479f25a4746913ece77a91747c0e569a8e98083d7f90c784d1eb726,1,594,627,Cate's Concepts LLC,partial-803,zero,496433647421468,0,0,true,,false,NO_KNOWN_ISSUES
280,https://www.facebook.com/MarLouShoes,https://www.facebook.com/marloushoes,4932d58ef481aaa89de8672936a78d46a22526e1e8f7a62cce63d9874d327940,1,859,893,Mar-Lou Shoes,partial-803,positive,174420854558,2,2,true,,false,NO_KNOWN_ISSUES
281,https://www.facebook.com/calclothfoundry,https://www.facebook.com/calclothfoundry,494ef1f7f586db081e03ca39e796379fd766751c6edc827456f5c761749ddd5b,1,957,991,California Cloth Foundry® Inc.,partial-803,zero,544548532328700,0,0,true,,false,NO_KNOWN_ISSUES
282,https://www.facebook.com/people/Scarlett-Gasque-Ltd/61582121787822,https://www.facebook.com/people/scarlett-gasque-ltd/61582121787822,49562ab3b02a79c63c578aea6249148d748bac65f51d901848404783bdc2a114,1,257,289,Scarlett Gasque,partial-803,positive,844331202095172,8,8,true,,false,NO_KNOWN_ISSUES
283,https://www.facebook.com/ITSOKAY.GG,https://www.facebook.com/itsokay.gg,496fcd97511f44d86c681aa428f9e1c7a8e2853e0b9cd28e2463683ad0dc2196,1,443,475,ITSOKAY.GG,continuation-209,positive,1913132812349036,11,11,true,,false,NO_KNOWN_ISSUES
284,https://www.facebook.com/YILDIZAYLINofficial,https://www.facebook.com/yildizaylinofficial,4a1d27d9df376cfec974220e51fa2bd8d3eadb66e55eebb3dc1ea9b5ed095912,1,10,11,Styling Room,partial-803,zero,1525975270862074,0,0,true,,false,NO_KNOWN_ISSUES
285,https://www.facebook.com/lanoaiofficial,https://www.facebook.com/lanoaiofficial,4a40643ec777441d48d13912a4707ca94877d5366660b9688c1343dabdbfa11a,1,410,442,Lanoai,partial-803,zero,105026715941305,0,0,true,,false,NO_KNOWN_ISSUES
286,https://www.facebook.com/nbalab,https://www.facebook.com/nbalab,4a6648a6c05d8423dd82889a905ddf7a26a8b5bc023f3a1822889b43a83f725d,1,843,877,NBALAB,partial-803,positive,670644446431403,1,1,true,,false,NO_KNOWN_ISSUES
287,https://www.facebook.com/ThePhoebeJon,https://www.facebook.com/thephoebejon,4aa81134f3d17ffa5b39c24ccb750645b0f6c084859e6d1ec51a0e1545440ab2,1,95,96,Phoebe Jon,partial-803,zero,111035947222074,0,0,true,,false,NO_KNOWN_ISSUES
288,https://www.facebook.com/unveiledbridalsanfrancisco,https://www.facebook.com/unveiledbridalsanfrancisco,4b05ba2ddb0f8fe6c66ca5c55cb20ac0af483071a14a706e8f66ffc4b6b3fec4,1,67,68,Unveiled Bridal SF,partial-803,zero,118941359818858,0,0,true,,false,NO_KNOWN_ISSUES
289,https://www.facebook.com/adessoman,https://www.facebook.com/adessoman,4b28252f06c7ff71022996938dd57e5e55dcfc610459ba6ca9dd409e21c66621,1,670,703,Adesso Man,partial-803,zero,177896495892486,0,0,true,,false,NO_KNOWN_ISSUES
290,https://www.facebook.com/pages/Tiny-Turnip/126115125533,https://www.facebook.com/pages/tiny-turnip/126115125533,4b45aeee142e4b86d12f4cfe7ac6785087c32dd0accbe37f024b726db73cd09e,1,784,818,Tiny Turnip LLC,continuation-209,error,,,,,no_items,,
291,https://www.facebook.com/Halzband,https://www.facebook.com/halzband,4b74a2b4f98d5b82e08c49cd5ba53f770c1a5540d972355d72a6f1e3c74e6b2f,1,476,508,Halzband,partial-803,zero,255040018372404,0,0,true,,false,NO_KNOWN_ISSUES
292,https://www.facebook.com/yattagolf,https://www.facebook.com/yattagolf,4bb1b93c3d75160b09ce3dcbdbe169b8fa21b6b02203b3fb28e38af12752d98c,1,690,724,Yatta Golf,continuation-209,positive,2177556572498988,112,30,false,,false,NO_KNOWN_ISSUES
293,https://www.facebook.com/Nadsunder,https://www.facebook.com/nadsunder,4bb7ed13f9e411fecc4e49cc9a2a603409ebf16b8faa90fe2c5c4cf3aed34357,1,355,387,NADS Organic Underwear,continuation-209,positive,106758785527906,353,30,false,,false,NO_KNOWN_ISSUES
294,https://www.facebook.com/GiantVintage,https://www.facebook.com/giantvintage,4bc6d6a45108789951cb2bdf068b08a9cd83396998a852e2cfe42256fec2fa24,1,489,522,Giant Vintage Eyewear,partial-803,positive,143561872339754,7,7,true,,false,NO_KNOWN_ISSUES
295,https://www.facebook.com/Gabby-Bows-The-Double-Face-Double-Snap-Barrette-655218327875819,https://www.facebook.com/gabby-bows-the-double-face-double-snap-barrette-655218327875819,4be08a35e5138bc9347a6f72b77f6f6b4b1599e4a577c70a17a067c39d93f04d,1,502,535,GaBBY Bows - Confidence by GaBBY Goodwin,partial-803,positive,655218327875819,3,3,true,,false,NO_KNOWN_ISSUES
296,https://www.facebook.com/sailtosable,https://www.facebook.com/sailtosable,4bfd2ddc1b9a288c3b140d5c5550018c19e6608b6ba76df2f2b81d744abb7e07,1,765,799,Sail to Sable,partial-803,positive,205362762919584,129,30,false,,false,NO_KNOWN_ISSUES
297,https://www.facebook.com/wearsunkissed,https://www.facebook.com/wearsunkissed,4c4859ce4c5ea396de8c0de574649025ace7439474099800b26af0d86fa8c857,1,34,35,Sunkissed,partial-803,positive,2261938160559621,18,18,true,,false,NO_KNOWN_ISSUES
298,https://www.facebook.com/wearetowel,https://www.facebook.com/wearetowel,4c8ef697040be53c796b7b5626e19f16a371ba2c438574667130cb3af2017a55,1,42,43,TOWEL,partial-803,zero,104129585963511,0,0,true,,false,NO_KNOWN_ISSUES
299,https://www.facebook.com/diyanufashion,https://www.facebook.com/diyanufashion,4ca85ba67a8129b87e645e63eebff3cdf50d620cb4ce56e0121801738b5377a0,1,554,587,D'IYANU,continuation-209,positive,420434558085636,99,30,false,,false,NO_KNOWN_ISSUES
300,https://www.facebook.com/Troubadour-144876045394,https://www.facebook.com/troubadour-144876045394,4cb53ccf8f2a603a39bb403395a4c994418f89adfec2255726725727b4d7149c,1,76,77,Troubadour,partial-803,zero,144876045394,0,0,true,,false,NO_KNOWN_ISSUES
301,https://www.facebook.com/Golftini,https://www.facebook.com/golftini,4cdcea3cf4b4a83e685ed288077ef8c168e04915198d0760f9d1be77fd435c91,1,911,945,Golftini,partial-803,positive,302402588711,99,30,false,,false,NO_KNOWN_ISSUES
302,https://www.facebook.com/pages/SHRIMP-SAUCE/324065643078,https://www.facebook.com/pages/shrimp-sauce/324065643078,4ceadfdc3282faf85352afc0e572d8e691c3b683efb11e087176539fc27ca00e,1,788,822,Shrimp Sauce,partial-803,zero,324065643078,0,0,true,,false,NO_KNOWN_ISSUES
303,https://www.facebook.com/palomospain,https://www.facebook.com/palomospain,4ceb08cbb5c7ed09b68d57b61d6c26e3bc9e83f4d32c968e7efcbc28c1452fe4,1,781,815,Palomo Spain,partial-803,zero,499088220258845,0,0,true,,false,NO_KNOWN_ISSUES
304,https://www.facebook.com/chameloeyewear,https://www.facebook.com/chameloeyewear,4d0fd18010d2df69814433d1434a9113fed336c29086da04c4a5a31d4567f545,1,593,626,Chamelo,partial-803,positive,297743263415690,71,30,false,,false,NO_KNOWN_ISSUES
305,https://www.facebook.com/Bravo-Shoes-1531874450439592,https://www.facebook.com/bravo-shoes-1531874450439592,4d7089f40b440e61ae78ccd60234ea250730e17fcc85e7a1cc5b849146eb7c6e,1,608,641,Bravo Shoes,partial-803,zero,1531874450439592,0,0,true,,false,NO_KNOWN_ISSUES
306,https://www.facebook.com/weargales,https://www.facebook.com/weargales,4dbacf58572f595704db666c6c25dab66534b16f9ea4843522673bf59b2ed44c,1,697,731,STAND+,partial-803,positive,100411175010679,313,30,false,,false,NO_KNOWN_ISSUES
307,https://www.facebook.com/pappyco,https://www.facebook.com/pappyco,4ddc83261d42db1b531e2e55a2a1519378e26f460e29d96b450f344a2bcb78a1,1,282,314,Pappy & Company,continuation-209,error,,,,,no_items,,
308,https://www.facebook.com/wringerwear,https://www.facebook.com/wringerwear,4de5fb9a88062a16e9570d0eb27e10cb6887055b4f83330824087095a3e7ae66,1,14,15,Wringer Wear,partial-803,zero,124311040756598,0,0,true,,false,NO_KNOWN_ISSUES
309,https://www.facebook.com/mayasplace,https://www.facebook.com/mayasplace,4e1e8b6230e6783a7356f53cfb561ec886017a8ef8b4829222a7dae1208cc9b7,1,857,891,Maya’s Place,partial-803,positive,198303103598146,13,13,true,,false,NO_KNOWN_ISSUES
310,https://www.facebook.com/elegatto.shop,https://www.facebook.com/elegatto.shop,4e6034c00c9d7df6011160067c1d1b2a8065372dc47ea8de7d3cda04c2cf2c07,1,536,569,Elegatto,partial-803,positive,667199517129704,57,30,false,,false,NO_KNOWN_ISSUES
311,https://www.facebook.com/luxebythesea,https://www.facebook.com/luxebythesea,4e7a77179e39c21bb37ab6a0856883cc6065ee5222a200f4062e1dd8ee2379b1,1,390,422,Luxe By The Sea,partial-803,zero,106375605368497,0,0,true,,false,NO_KNOWN_ISSUES
312,https://www.facebook.com/pages/Somerville-MA/Diaper-Lab/52569396050,https://www.facebook.com/pages/somerville-ma/diaper-lab/52569396050,4e9db5dbb1bacffcaa6f5841f972d70feeb23929f30e45e2d164bc3b76707571,1,787,821,Diaper Lab,continuation-209,error,,,,,no_items,,
313,https://www.facebook.com/prouddiamondofficial,https://www.facebook.com/prouddiamondofficial,4ed9d69084c428a59426e6db87a51a2194e19ea860d5dbc8b19d4364e685269e,1,226,229,Proud Diamond,partial-803,positive,100570315732096,8,8,true,,false,NO_KNOWN_ISSUES
314,https://www.facebook.com/marissawebbnyc,https://www.facebook.com/marissawebbnyc,4f6c56b790d3d8710608ba29330e8ef669dab4b6b5f64a30af45728736c99f8a,1,383,415,Marissa Webb,partial-803,zero,297301646999602,0,0,true,,false,NO_KNOWN_ISSUES
315,https://www.facebook.com/catchindeers,https://www.facebook.com/catchindeers,503fdf7adce1eab17d99cab1b9d1071a966ebed4d1a9d52f5f7b4cb746cc2a61,1,951,985,CATCHIN' DEERS,partial-803,zero,100114050468172,0,0,true,,false,NO_KNOWN_ISSUES
316,https://www.facebook.com/ShopEddyAesthetic,https://www.facebook.com/shopeddyaesthetic,50c366e29b67a6f8d72237ceee45b3732c6df7a47e2cf6dd59e108dc0351e169,1,174,175,EDDY,partial-803,positive,104925892189936,24,24,true,,false,NO_KNOWN_ISSUES
317,https://www.facebook.com/lecurieparis,https://www.facebook.com/lecurieparis,50e641d435e021689321231a27269e66c534cb2a142c031102fb1944e0ca610b,1,408,440,L'Écurie Paris,partial-803,zero,199915450800202,0,0,true,,false,NO_KNOWN_ISSUES
318,https://www.facebook.com/pages/Goode-Rider/155143591164230,https://www.facebook.com/pages/goode-rider/155143591164230,50fa42fd7e49fd34fda6d809402793a4375de0409848eaca084b1ad0e30ba204,1,806,840,Goode Rider,partial-803,positive,155143591164230,29,29,true,,false,NO_KNOWN_ISSUES
319,https://www.facebook.com/weefarers,https://www.facebook.com/weefarers,512d380b72907d3bf28128c197f02f581c035b2458ff7b08c980f3fe0be22095,1,696,730,WeeFarers® by WeeStyle Co.,partial-803,zero,520550921690150,0,0,true,,false,NO_KNOWN_ISSUES
320,https://www.facebook.com/minandmonbags,https://www.facebook.com/minandmonbags,519361a08f2a76981ac56b891a077ea327728535d5fd7b98903ddaec549e79b9,1,371,403,Min & Mon,continuation-209,positive,299771803548862,10,10,true,,false,NO_KNOWN_ISSUES
321,https://www.facebook.com/planetcowboyllc,https://www.facebook.com/planetcowboyllc,519472a2e19cec885e902e3acb865a8f865b1c57e3eb2138359619ea75dc1be3,1,775,809,Planet Cowboy,partial-803,zero,334488543553736,0,0,true,,false,NO_KNOWN_ISSUES
322,https://www.facebook.com/blendzapparel,https://www.facebook.com/blendzapparel,51e01770ee7cdedf966b242d64139cdd394800e3416234ab97c45a752deb8b62,1,1024,1058,Blendz Apparel,continuation-209,zero,1149995318433889,0,0,true,,false,NO_KNOWN_ISSUES
323,https://www.facebook.com/p/Closr-61551824420053,https://www.facebook.com/p/closr-61551824420053,52192536fb4716f49e906fbcc7b6a8324d97453b0f4a02635f572b400b06e56b,1,316,348,Closr.,partial-803,zero,582385722123317,0,0,true,,false,NO_KNOWN_ISSUES
324,https://www.facebook.com/SHAUNScalifornia,https://www.facebook.com/shaunscalifornia,521ffcf54143e089c31e0bb28a0f6d59393802ae3e5129118771664a48bdcd67,1,757,791,SHAUNS,partial-803,zero,114825828553573,0,0,true,,false,NO_KNOWN_ISSUES
325,https://www.facebook.com/shopmunki,https://www.facebook.com/shopmunki,52d73784f1310ff75dc34ac258bfc61633ac31152ceeb7b8ffcc2afb5b68a216,1,753,787,Shop Munki,partial-803,zero,1610894002572404,0,0,true,,false,NO_KNOWN_ISSUES
326,https://www.facebook.com/suitsoutlets,https://www.facebook.com/suitsoutlets,531267314fe1876dc05b5070999abba7afe0ffe5dd09296c7f912f4fb802e975,1,121,122,Suits Outlets,partial-803,positive,487068014986437,54,22,false,,false,NO_KNOWN_ISSUES
327,https://www.facebook.com/pages/Faceplant-Dreams/106927972679992,https://www.facebook.com/pages/faceplant-dreams/106927972679992,5331d05def19ec8335f0a718214bfc934e413318b5d404bc3bd5ce907aad1ebf,1,812,846,Faceplant Dreams,partial-803,positive,106927972679992,5,5,true,,false,NO_KNOWN_ISSUES
328,https://www.facebook.com/radmor.golfgreen,https://www.facebook.com/radmor.golfgreen,53592581fe76f42a14fc766dd1f80a31528f94368a48ae529bee8421b8544caa,1,771,805,RADMOR Golf,partial-803,positive,109585663920316,79,30,false,,false,NO_KNOWN_ISSUES
329,https://www.facebook.com/R.J.ClassicsInc,https://www.facebook.com/r.j.classicsinc,5365a248b0a213183fbaf8c560d47316b6a230d1d506ffe7d5b6a936f905df0d,1,220,223,R.J. Classics,partial-803,positive,115344815152499,13,13,true,,false,NO_KNOWN_ISSUES
330,https://www.facebook.com/22fresh,https://www.facebook.com/22fresh,53bac4834a30c7093daa91d4bffec1f80943afef0ec88f24556301d57f255f62,1,1004,1038,22Fresh,partial-803,positive,30768768136,8,8,true,,false,NO_KNOWN_ISSUES
331,https://www.facebook.com/sweatandmilk,https://www.facebook.com/sweatandmilk,53d552b79fed4e52cd49e93fbe796d322f803b72f76dd75d7597eaeb450ac824,1,730,764,Sweat & Milk LLC,partial-803,positive,360590054032349,35,30,false,,false,NO_KNOWN_ISSUES
332,https://www.facebook.com/sleekattire,https://www.facebook.com/sleekattire,53dde3464b28cb31c4095ced0c93da123a4a049423e369d2dc98f7c37e9dd9a3,1,149,150,Sleek Attire,partial-803,zero,977284835707486,0,0,true,,false,NO_KNOWN_ISSUES
333,https://www.facebook.com/pinkpewter,https://www.facebook.com/pinkpewter,5403fcb30396cc08b100ca6ab999ab7c348c73ad644c5f50be94c7200fbb4d6c,1,776,810,Pink Pewter,partial-803,zero,218804514796298,0,0,true,,false,NO_KNOWN_ISSUES
334,https://www.facebook.com/franceskahn,https://www.facebook.com/franceskahn,54109f90680e0033f419dde55318842d2102999e024843b36cfce52c90a1f73f,1,916,950,Frances Kahn Inc,partial-803,positive,320375348460,5,5,true,,false,NO_KNOWN_ISSUES
335,https://www.facebook.com/Activintimates,https://www.facebook.com/activintimates,543589c8f4991dfb8eba2079d79b84fe9614fea0661b83a10cb7542f7b43341e,1,672,705,Activ Intimates,partial-803,zero,251467085279975,0,0,true,,false,NO_KNOWN_ISSUES
336,https://www.facebook.com/BikoJewellery,https://www.facebook.com/bikojewellery,54e8b6f4a378d8b6d20522f14bf3e038fe17bee405da2c0984e213b4ff1cda84,1,971,1005,BIKO Inc.,partial-803,positive,293907288195,106,28,false,,false,NO_KNOWN_ISSUES
337,https://www.facebook.com/people/Anycdote/61566147239567,https://www.facebook.com/people/anycdote/61566147239567,55e2c1d2886e72e07c066dcb158daac4e736d67a881d13789e1a761ca42a5f86,1,274,306,"""anycdote",partial-803,zero,408966588972790,0,0,true,,false,NO_KNOWN_ISSUES
338,https://www.facebook.com/woodngrail,https://www.facebook.com/woodngrail,5603358d21a350dc8eb042110e348807a9d04fc78bd29b4faee19f8defecc1bc,1,17,18,Woodn Grail,partial-803,positive,194207507117252,543,30,false,,false,NO_KNOWN_ISSUES
339,https://www.facebook.com/wethepeopleholsters,https://www.facebook.com/wethepeopleholsters,561c966aa848606349f86fb2f25cbf8c0fc754a5a35cb7ba76702148af50d499,1,694,728,WeThePeopleHolsters,continuation-209,error,,,,,no_items,,
340,https://www.facebook.com/h3lmsupplies,https://www.facebook.com/h3lmsupplies,565f3a24c215f4a96eb2719f3fae00c0fdf07b89161254c9a3cf59015ce2e0e3,1,479,511,HELM Supplies,partial-803,zero,111839925136808,0,0,true,,false,NO_KNOWN_ISSUES
341,https://www.facebook.com/LocalVyntage,https://www.facebook.com/localvyntage,5674b3b8917583c1af43fa9ca4f60b8365daa0314e2e64a8076110817ad9a73e,1,397,429,Local Vyntage,partial-803,positive,978283482291360,11,11,true,,false,NO_KNOWN_ISSUES
342,https://www.facebook.com/revtown,https://www.facebook.com/revtown,567ed4d1c5a69c6e534bcf576b2f41bd3ce1df90b77f4e69897a916a095b9c02,1,212,215,Revtown,partial-803,positive,659382884451639,44,30,false,,false,NO_KNOWN_ISSUES
343,https://www.facebook.com/mmelovary,https://www.facebook.com/mmelovary,56e90ad61a08c4ed5f07a4e2d5fbfb3e1e3afff465bc49a31ea19a7454a57c4d,1,851,885,Mme L'Ovary,partial-803,positive,1206023842761452,41,30,false,,false,NO_KNOWN_ISSUES
344,https://www.facebook.com/Ombraz-Sunglasses,https://www.facebook.com/ombraz-sunglasses,572156d557477520b993617e700156d97ff8cdfba558752c621c5ec0715aa344,1,329,361,Ombraz,partial-803,positive,150575805500538,294,30,false,,false,NO_KNOWN_ISSUES
345,https://www.facebook.com/sackville.and.co,https://www.facebook.com/sackville.and.co,5780f53922eeb6491e58bc0639e7917450a0721595e8f9ec967ba9f1faf1a9e8,1,202,205,Sackville & co,partial-803,zero,389694071461783,0,0,true,,false,NO_KNOWN_ISSUES
346,https://www.facebook.com/wearfelicity,https://www.facebook.com/wearfelicity,58a26ada75170125cbb608b2822800c2ebbc00a45938272be233b280cdb9c5c2,1,41,42,Wear Felicity,partial-803,positive,1586502444950167,214,30,false,,false,NO_KNOWN_ISSUES
347,https://www.facebook.com/inkedbydani,https://www.facebook.com/inkedbydani,58df40fd75d97a00a80cf60df3498f090d56834c68b742f965dafedc41bac0f0,1,452,484,INKED by Dani,partial-803,positive,1583264288619015,1,1,true,,false,NO_KNOWN_ISSUES
348,https://www.facebook.com/theflomo,https://www.facebook.com/theflomo,58f90c157a456fee8e81e9f6c3e1cab110d5756bdc7b77c9cd769d199b02d7db,1,724,758,FLOMOTION,continuation-209,error,,,,,no_items,,
349,https://www.facebook.com/soulflower,https://www.facebook.com/soulflower,5933f4715b45e4ded72dede5bd341fdd47edc2fba7177850e31dcd452a3db00d,1,141,142,Soul Flower Clothing and Gifts,partial-803,zero,11970753433,0,0,true,,false,NO_KNOWN_ISSUES
350,https://www.facebook.com/earthbabyoutfitters,https://www.facebook.com/earthbabyoutfitters,59e80ffc30cc476797ea88271ef8f27dd67b5d9c0850d6ec1351df9059ac39da,1,541,574,Earth Baby Outfitters,partial-803,zero,295815663924355,0,0,true,,false,NO_KNOWN_ISSUES
351,https://www.facebook.com/JamsWorld1964,https://www.facebook.com/jamsworld1964,5a013b37247e2c74cc43011a21e37114154bf1f3bbbd7b6bc74d24b05a92569c,1,893,927,Surf Line Hawaii / Jams,partial-803,positive,346391927070,6,6,true,,false,NO_KNOWN_ISSUES
352,https://www.facebook.com/siamcirclemc,https://www.facebook.com/siamcirclemc,5a19527ce0bc6d6caf520a14081c714371a1d5f975768b050c76f814af4c0767,1,155,156,Siam Circle,continuation-209,zero,299889477345770,0,0,true,,false,NO_KNOWN_ISSUES
353,https://www.facebook.com/HartsandPearls,https://www.facebook.com/hartsandpearls,5a53b8c90927ce6b9366937238d8c824fa68a6a5e322ede73c744bd0878d7024,1,474,506,Harts & Pearls,continuation-209,zero,465295723512567,0,0,true,,false,NO_KNOWN_ISSUES
354,https://www.facebook.com/pages/GreenTreeJewelrycom/130019117045158,https://www.facebook.com/pages/greentreejewelrycom/130019117045158,5a5903875700af1041d7a7d6b1977b5943b93a5d3a546b5d3bfc15f3ea5dcfdd,1,805,839,Green Tree Jewelry,partial-803,zero,130019117045158,0,0,true,,false,NO_KNOWN_ISSUES
355,https://www.facebook.com/WARDROBE.NYC,https://www.facebook.com/wardrobe.nyc,5aa6392dc12cf3264da3e33ead40b29beaf4abd981c37fa70fd0a03c0649a6cf,1,48,49,WARDROBE.NYC,partial-803,positive,531091223894461,47,30,false,,false,NO_KNOWN_ISSUES
356,https://www.facebook.com/alpnrock,https://www.facebook.com/alpnrock,5ab502503e6da8be829c930c7fa70a33178f064ce9b1e63340789b60ffede58e,1,995,1029,Alp N Rock,partial-803,positive,112790982086129,32,30,false,,false,NO_KNOWN_ISSUES
357,https://www.facebook.com/beringiaworld,https://www.facebook.com/beringiaworld,5addb6f6a4c71b15615c65d2a5c6e7fa697de30bba46dd2703b0c6869a3b1e80,1,973,1007,Beringia,partial-803,positive,216841502169122,37,29,false,,false,NO_KNOWN_ISSUES
358,https://www.facebook.com/theperfectprovenance,https://www.facebook.com/theperfectprovenance,5af4765f191d818090437b92b499fab9c9f8d7beb0a6f330485920d56bb67736,1,96,97,The Perfect Provenance,continuation-209,zero,409714962533184,0,0,true,,false,NO_KNOWN_ISSUES
359,https://www.facebook.com/johnnyflyCo,https://www.facebook.com/johnnyflyco,5afd988220f83db7a1f26f97c0e64d06cde2112c2ae147a273dedf63a08efd8e,1,888,922,Johnny Fly,continuation-209,zero,228101017259354,0,0,true,,false,NO_KNOWN_ISSUES
360,https://www.facebook.com/dapperboiclothing,https://www.facebook.com/dapperboiclothing,5b518a186901d53e2062a37d2eb10f5a04e9a69eb0e2b8f9efdb81c0360876cd,2,565|566,598|599,Dapper Boi|Dapper Boi,partial-803,zero,578367748942253,0,0,true,,false,NO_KNOWN_ISSUES
361,https://www.facebook.com/pupsewofficial,https://www.facebook.com/pupsewofficial,5baa3bc8fad62f9458cd24e6fb51be73e0d299e7e0772c705f402b413a2bd510,1,222,225,Pup Sew,partial-803,zero,106588421561006,0,0,true,,false,NO_KNOWN_ISSUES
362,https://www.facebook.com/soulku,https://www.facebook.com/soulku,5bae0e9eb4060ac7b105509593880e045496ee75c9f3a4fbebdfcd7ee91df1ad,1,140,141,SoulKu,continuation-209,error,,,,,no_items,,
363,https://www.facebook.com/shopoventure,https://www.facebook.com/shopoventure,5bb005ae7c721fd5fab66c374269a86a5be6720c2a8420916a27910d5698e2c5,1,751,785,Oventure,partial-803,zero,506820392680309,0,0,true,,false,NO_KNOWN_ISSUES
364,https://www.facebook.com/thecomfy,https://www.facebook.com/thecomfy,5bb06afef17f5c5f14b6cec1c121c3fe12ccc1a42c01f00fb29a8fbfa843aa1f,1,725,759,The Comfy,continuation-209,zero,1468246619929710,0,0,true,,false,NO_KNOWN_ISSUES
365,https://www.facebook.com/ALEMBIKAfashion,https://www.facebook.com/alembikafashion,5bb2398ddbac23342567231881043b1bb57b447c897fd68f9c6135e2a3119da6,1,665,698,ALEMBIKA,partial-803,positive,320384080983,20,20,true,,false,NO_KNOWN_ISSUES
366,https://www.facebook.com/rubbernroad,https://www.facebook.com/rubbernroad,5bd106c71f425d1d2660fafebb87e1fd44c4a73e4fc3ad871bdf32502421a50a,1,1018,1052,RUBBER N' ROAD,partial-803,positive,101023891651295,2,2,true,,false,NO_KNOWN_ISSUES
367,https://www.facebook.com/luxsecondchance,https://www.facebook.com/luxsecondchance,5be7af8eb445c1c5a9146586665fced5e66acb2e66179c71fc2a563a5c69645c,1,389,421,Lux Second Chance,partial-803,zero,772581042851727,0,0,true,,false,NO_KNOWN_ISSUES
368,https://www.facebook.com/wearbonta,https://www.facebook.com/wearbonta,5c0750c80b5b31165e03662ed905ff7c845a64cef0926f19f1b5f008a92daa89,1,46,47,Bonta Apparel,partial-803,positive,615225021683055,17,17,true,,false,NO_KNOWN_ISSUES
369,https://www.facebook.com/plentyhumanwear.ca,https://www.facebook.com/plentyhumanwear.ca,5c55cf8bdf391a78e88270bd7d24e67470573f6e677891e3f371abd1926b7458,1,244,276,Plenty Humanwear,continuation-209,error,,,,,no_items,,
370,https://www.facebook.com/ledbury.llc,https://www.facebook.com/ledbury.llc,5c94c419fb2c4b6bbd23fd86254f254d8f5f544d3c594e68eca0bd4d0ab25e04,1,407,439,Ledbury,continuation-209,positive,62009104590,80,30,false,,false,NO_KNOWN_ISSUES
371,https://www.facebook.com/BeauTiesLtd,https://www.facebook.com/beautiesltd,5cfdfbc86b16660bccc5cb6a3bbdfb65c893a0c779112115489488db2adb80c8,1,629,662,Beau Ties of Vermont,partial-803,positive,79801326619,23,23,true,,false,NO_KNOWN_ISSUES
